"actor_imdb_id","actor_name","production_imdb_id","production_title","character"
"nm0000513","William H. Macy","tt0163025","Jurassic Park III","Paul 'Pauly' Kirby"
"nm0000495","Tea Leoni","tt0163025","Jurassic Park III","Amanda Kirby"
"nm0605080","Trevor Morgan","tt0163025","Jurassic Park III","Eric Kirby"
"nm0005273","Alessandro Nivola","tt0163025","Jurassic Park III","Billy Brennan"
"nm0005052","Michael Jeter","tt0163025","Jurassic Park III","Udesky"
"nm0171868","Mark Collie","tt0163025","Jurassic Park III","Mark"
"nm0695435","Chris Pratt","tt0369610","Jurassic World","Owen Grady"
"nm0397171","Bryce Dallas Howard","tt0369610","Jurassic World","Claire Dearing"
"nm0451234","Irrfan Khan","tt0369610","Jurassic World","Simon Masrani"
"nm0000352","Vincent D'Onofrio","tt0369610","Jurassic World","Vic Hoskins"
"nm3538718","Nick Robinson","tt0369610","Jurassic World","Zach"
"nm1339223","Ty Simpkins","tt0369610","Jurassic World","Gray"
"nm1082477","Omar Sy","tt0369610","Jurassic World","Barry"
"nm0000703","BD Wong","tt0369610","Jurassic World","Dr. Henry Wu"
"nm0695435","Chris Pratt","tt4881806","Jurassic World: Fallen Kingdom","Owen Grady"
"nm0397171","Bryce Dallas Howard","tt4881806","Jurassic World: Fallen Kingdom","Claire Dearing"
"nm1245863","Rafe Spall","tt4881806","Jurassic World: Fallen Kingdom","Eli Mills"
"nm0429363","Toby Jones","tt4881806","Jurassic World: Fallen Kingdom","Gunnar Eversol"
"nm0505971","Ted Levine","tt4881806","Jurassic World: Fallen Kingdom","Ken Wheatley"
"nm0000703","BD Wong","tt4881806","Jurassic World: Fallen Kingdom","Dr. Henry Wu"
"nm6819854","Justice Smith","tt4881806","Jurassic World: Fallen Kingdom","Franklin Webb"
"nm9830820","Isabella Sermon","tt4881806","Jurassic World: Fallen Kingdom","Maisie Lockwood"
"nm0695435","Chris Pratt","tt8041270","Jurassic World Dominion","Owen Grady"
"nm0397171","Bryce Dallas Howard","tt8041270","Jurassic World Dominion","Claire Dearing"
"nm0000368","Laura Dern","tt8041270","Jurassic World Dominion","Dr. Ellie Sattler"
"nm0000554","Sam Neill","tt8041270","Jurassic World Dominion","Dr. Alan Grant"
"nm0000156","Jeff Goldblum","tt8041270","Jurassic World Dominion","Dr. Ian Malcolm"
"nm1986622","DeWanda Wise","tt8041270","Jurassic World Dominion","Kayla Watts"
"nm6974206","Mamoudou Athie","tt8041270","Jurassic World Dominion","Ramsay Cole"
"nm1901842","Dichen Lachman","tt8041270","Jurassic World Dominion","Soyona Santos"
"nm0000129","Tom Cruise","tt1229238","Mission: Impossible","Ethan Hunt"
"nm0000685","Jon Voight","tt1229238","Mission: Impossible","Jim Phelps"
"nm0000322","Emmanuelle Béart","tt1229238","Mission: Impossible","Claire Phelps"
"nm0001089","Henry Czerny","tt1229238","Mission: Impossible","Eugene Kittridge"
"nm0000606","Jean Reno","tt1229238","Mission: Impossible","Franz Krieger"
"nm0000609","Ving Rhames","tt1229238","Mission: Impossible","Luther Stickell"
"nm0000218","Kristin Scott Thomas","tt1229238","Mission: Impossible","Sarah Davies"
"nm0200848","Ingeborga Dapkunaite","tt1229238","Mission: Impossible","Hannah Williams"
"nm0000129","Tom Cruise","tt0120755","Mission: Impossible 2","Ethan Hunt"
"nm0779084","Dougray Scott","tt0120755","Mission: Impossible 2","Sean Ambrose"
"nm0628601","Thandiwe Newton","tt0120755","Mission: Impossible 2","Nyah Nordoff-Hall"
"nm0000609","Ving Rhames","tt0120755","Mission: Impossible 2","Luther Stickell"
"nm0000164","Anthony Hopkins","tt0120755","Mission: Impossible 2","Mission Commander Swanbeck"
"nm0746896","Richard Roxburgh","tt0120755","Mission: Impossible 2","Hugh Stamp"
"nm0689852","John Polson","tt0120755","Mission: Impossible 2","Billy Baird"
"nm0000129","Tom Cruise","tt0317919","Mission: Impossible III","Ethan Hunt"
"nm0000450","Philip Seymour Hoffman","tt0317919","Mission: Impossible III","Owen Davian"
"nm0000609","Ving Rhames","tt0317919","Mission: Impossible III","Luther Stickell"
"nm1157358","Michelle Monaghan","tt0317919","Mission: Impossible III","Julia Meade"
"nm0001082","Billy Crudup","tt0317919","Mission: Impossible III","John Musgrave"
"nm0005392","Keri Russell","tt0317919","Mission: Impossible III","Lindsey Farris"
"nm0000129","Tom Cruise","tt1229238","Mission: Impossible - Ghost Protocol","Ethan Hunt"
"nm0719637","Jeremy Renner","tt1229238","Mission: Impossible - Ghost Protocol","William Brandt"
"nm0670408","Simon Pegg","tt1229238","Mission: Impossible - Ghost Protocol","Benji Dunn"
"nm1745736","Paula Patton","tt1229238","Mission: Impossible - Ghost Protocol","Jane Carter"
"nm0000609","Ving Rhames","tt1229238","Mission: Impossible - Ghost Protocol","Luther Stickell"
"nm0438463","Anil Kapoor","tt1229238","Mission: Impossible - Ghost Protocol","Brij Nath"
"nm0638824","Michael Nyqvist","tt1229238","Mission: Impossible - Ghost Protocol","Kurt Hendricks"
"nm0000129","Tom Cruise","tt2381249","Mission: Impossible - Rogue Nation","Ethan Hunt"
"nm0272581","Rebecca Ferguson","tt2381249","Mission: Impossible - Rogue Nation","Ilsa Faust"
"nm0719637","Jeremy Renner","tt2381249","Mission: Impossible - Rogue Nation","William Brandt"
"nm0670408","Simon Pegg","tt2381249","Mission: Impossible - Rogue Nation","Benji Dunn"
"nm0000609","Ving Rhames","tt2381249","Mission: Impossible - Rogue Nation","Luther Stickell"
"nm0000285","Alec Baldwin","tt2381249","Mission: Impossible - Rogue Nation","Alan Hunley"
"nm0365317","Sean Harris","tt2381249","Mission: Impossible - Rogue Nation","Solomon Lane"
"nm0000129","Tom Cruise","tt4912910","Mission: Impossible - Fallout","Ethan Hunt"
"nm0147147","Henry Cavill","tt4912910","Mission: Impossible - Fallout","August Walker"
"nm0272581","Rebecca Ferguson","tt4912910","Mission: Impossible - Fallout","Ilsa Faust"
"nm0000609","Ving Rhames","tt4912910","Mission: Impossible - Fallout","Luther Stickell"
"nm0670408","Simon Pegg","tt4912910","Mission: Impossible - Fallout","Benji Dunn"
"nm0000285","Alec Baldwin","tt4912910","Mission: Impossible - Fallout","Alan Hunley"
"nm0365317","Sean Harris","tt4912910","Mission: Impossible - Fallout","Solomon Lane"
"nm0000291","Angela Bassett","tt4912910","Mission: Impossible - Fallout","Erica Sloane"
"nm0000129","Tom Cruise","tt9603212","Mission: Impossible - Dead Reckoning Part One","Ethan Hunt"
"nm2017943","Hayley Atwell","tt9603212","Mission: Impossible - Dead Reckoning Part One","Grace"
"nm0272581","Rebecca Ferguson","tt9603212","Mission: Impossible - Dead Reckoning Part One","Ilsa Faust"
"nm0670408","Simon Pegg","tt9603212","Mission: Impossible - Dead Reckoning Part One","Benji Dunn"
"nm0000609","Ving Rhames","tt9603212","Mission: Impossible - Dead Reckoning Part One","Luther Stickell"
"nm2962353","Pom Klementieff","tt9603212","Mission: Impossible - Dead Reckoning Part One","Paris"
"nm0000474","Michael Keaton","tt0096895","Batman","Bruce Wayne / Batman"
"nm0000197","Jack Nicholson","tt0096895","Batman","The Joker"
"nm0000107","Kim Basinger","tt0096895","Batman","Vicki Vale"
"nm0943237","Robert Wuhl","tt0096895","Batman","Alexander Knox"
"nm0385757","Pat Hingle","tt0096895","Batman","Commissioner Gordon"
"nm0001850","Billy Dee Williams","tt0096895","Batman","Harvey Dent"
"nm0001284","Michael Gough","tt0096895","Batman","Alfred Pennyworth"
"nm0355717","Jerry Hall","tt0096895","Batman","Alicia Hunt"
"nm0000474","Michael Keaton","tt0103776","Batman Returns","Bruce Wayne / Batman"
"nm0000362","Danny DeVito","tt0103776","Batman Returns","Oswald Cobblepot / The Penguin"
"nm0000201","Michelle Pfeiffer","tt0103776","Batman Returns","Selina Kyle / Catwoman"
"nm0000686","Christopher Walken","tt0103776","Batman Returns","Max Shreck"
"nm0001284","Michael Gough","tt0103776","Batman Returns","Alfred Pennyworth"
"nm0385757","Pat Hingle","tt0103776","Batman Returns","Commissioner Gordon"
"nm0000174","Val Kilmer","tt0112462","Batman Forever","Bruce Wayne / Batman"
"nm0000169","Tommy Lee Jones","tt0112462","Batman Forever","Two-Face / Harvey Dent"
"nm0000120","Jim Carrey","tt0112462","Batman Forever","The Riddler"
"nm0000173","Nicole Kidman","tt0112462","Batman Forever","Dr. Chase Meridian"
"nm0000563","Chris O'Donnell","tt0112462","Batman Forever","Dick Grayson / Robin"
"nm0000106","Drew Barrymore","tt0112462","Batman Forever","Sugar"
"nm0000123","George Clooney","tt0118688","Batman & Robin","Bruce Wayne / Batman"
"nm0000216","Arnold Schwarzenegger","tt0118688","Batman & Robin","Mr. Freeze"
"nm0000224","Alicia Silverstone","tt0118688","Batman & Robin","Barbara Wilson / Batgirl"
"nm0000563","Chris O'Donnell","tt0118688","Batman & Robin","Dick Grayson / Robin"
"nm0000235","Uma Thurman","tt0118688","Batman & Robin","Poison Ivy"
"nm0001284","Michael Gough","tt0118688","Batman & Robin","Alfred Pennyworth"
"nm0000288","Christian Bale","tt0372784","Batman Begins","Bruce Wayne / Batman"
"nm0000323","Michael Caine","tt0372784","Batman Begins","Alfred Pennyworth"
"nm0000553","Liam Neeson","tt0372784","Batman Begins","Henri Ducard / Ra's al Ghul"
"nm0000198","Gary Oldman","tt0372784","Batman Begins","Commissioner Gordon"
"nm0614165","Cillian Murphy","tt0372784","Batman Begins","Dr. Jonathan Crane / Scarecrow"
"nm0005017","Katie Holmes","tt0372784","Batman Begins","Rachel Dawes"
"nm0000151","Morgan Freeman","tt0372784","Batman Begins","Lucius Fox"
"nm0000288","Christian Bale","tt0468569","The Dark Knight","Bruce Wayne / Batman"
"nm0005132","Heath Ledger","tt0468569","The Dark Knight","The Joker"
"nm0001173","Aaron Eckhart","tt0468569","The Dark Knight","Harvey Dent / Two-Face"
"nm0350454","Maggie Gyllenhaal","tt0468569","The Dark Knight","Rachel Dawes"
"nm0000323","Michael Caine","tt0468569","The Dark Knight","Alfred Pennyworth"
"nm0000198","Gary Oldman","tt0468569","The Dark Knight","Commissioner Gordon"
"nm0000151","Morgan Freeman","tt0468569","The Dark Knight","Lucius Fox"
"nm0000288","Christian Bale","tt1345836","The Dark Knight Rises","Bruce Wayne / Batman"
"nm0362766","Tom Hardy","tt1345836","The Dark Knight Rises","Bane"
"nm0004266","Anne Hathaway","tt1345836","The Dark Knight Rises","Selina Kyle / Catwoman"
"nm0330687","Joseph Gordon-Levitt","tt1345836","The Dark Knight Rises","John Blake"
"nm0000323","Michael Caine","tt1345836","The Dark Knight Rises","Alfred Pennyworth"
"nm0000198","Gary Oldman","tt1345836","The Dark Knight Rises","Commissioner Gordon"
"nm0000151","Morgan Freeman","tt1345836","The Dark Knight Rises","Lucius Fox"
"nm0000255","Ben Affleck","tt2975590","Batman v Superman: Dawn of Justice","Bruce Wayne / Batman"
"nm0147147","Henry Cavill","tt2975590","Batman v Superman: Dawn of Justice","Clark Kent / Superman"
"nm0010736","Amy Adams","tt2975590","Batman v Superman: Dawn of Justice","Lois Lane"
"nm0251986","Jesse Eisenberg","tt2975590","Batman v Superman: Dawn of Justice","Lex Luthor"
"nm2933757","Gal Gadot","tt2975590","Batman v Superman: Dawn of Justice","Diana Prince / Wonder Woman"
"nm0000460","Jeremy Irons","tt2975590","Batman v Superman: Dawn of Justice","Alfred Pennyworth"
"nm1500155","Robert Pattinson","tt1877830","The Batman","Bruce Wayne / Batman"
"nm2368789","Zoe Kravitz","tt1877830","The Batman","Selina Kyle / Catwoman"
"nm0942482","Jeffrey Wright","tt1877830","The Batman","Commissioner Gordon"
"nm0268199","Colin Farrell","tt1877830","The Batman","Oswald Cobblepot / Penguin"
"nm0200452","Paul Dano","tt1877830","The Batman","Edward Nashton / Riddler"
"nm0001806","John Turturro","tt1877830","The Batman","Carmine Falcone"
"nm0000120","Jim Carrey","tt0109040","Ace Ventura: Pet Detective","Ace Ventura"
"nm0001073","Courteney Cox","tt0109040","Ace Ventura: Pet Detective","Melissa Robinson"
"nm0005159","Tone Loc","tt0109040","Ace Ventura: Pet Detective","Emilio"
"nm0000707","Sean Young","tt0109040","Ace Ventura: Pet Detective","Lois Einhorn"
"nm0000120","Jim Carrey","tt0110475","The Mask","Stanley Ipkiss / The Mask"
"nm0000139","Cameron Diaz","tt0110475","The Mask","Tina Carlyle"
"nm0726200","Peter Riegert","tt0110475","The Mask","Lt. Mitch Kellaway"
"nm0825401","Ben Stein","tt0110475","The Mask","Dr. Arthur Neuman"
"nm0000120","Jim Carrey","tt0109686","Dumb and Dumber","Lloyd Christmas"
"nm0001099","Jeff Daniels","tt0109686","Dumb and Dumber","Harry Dunne"
"nm0000452","Lauren Holly","tt0109686","Dumb and Dumber","Mary Swanson"
"nm0240565","Karen Duffy","tt0109686","Dumb and Dumber","J.P. Shay"
"nm0000120","Jim Carrey","tt0119528","Liar Liar","Fletcher Reede"
"nm0005491","Maura Tierney","tt0119528","Liar Liar","Audrey Reede"
"nm0178176","Justin Cooper","tt0119528","Liar Liar","Max Reede"
"nm0000120","Jim Carrey","tt0115798","The Cable Guy","Ernie 'Chip' Douglas"
"nm0000111","Matthew Broderick","tt0115798","The Cable Guy","Steven M. Kovacs"
"nm0001774","Ben Stiller","tt0115798","The Cable Guy","Sam Sweet"
"nm0000120","Jim Carrey","tt0120382","The Truman Show","Truman Burbank"
"nm0000438","Ed Harris","tt0120382","The Truman Show","Christof"
"nm0001473","Laura Linney","tt0120382","The Truman Show","Meryl Burbank"
"nm0001187","Noah Emmerich","tt0120382","The Truman Show","Marlon"
"nm0000120","Jim Carrey","tt0125664","Man on the Moon","Andy Kaufman"
"nm0000362","Danny DeVito","tt0125664","Man on the Moon","George Shapiro"
"nm0316079","Paul Giamatti","tt0125664","Man on the Moon","Bob Zmuda"
"nm0000120","Jim Carrey","tt0315327","Bruce Almighty","Bruce Nolan"
"nm0000098","Jennifer Aniston","tt0315327","Bruce Almighty","Grace Connelly"
"nm0000151","Morgan Freeman","tt0315327","Bruce Almighty","God"
"nm0001311","Philip Baker Hall","tt0315327","Bruce Almighty","Jack Baylor"
"nm0000120","Jim Carrey","tt0338013","Eternal Sunshine of the Spotless Mind","Joel Barish"
"nm0000701","Kate Winslet","tt0338013","Eternal Sunshine of the Spotless Mind","Clementine Kruczynski"
"nm0929489","Tom Wilkinson","tt0338013","Eternal Sunshine of the Spotless Mind","Dr. Howard Mierzwiak"
"nm0000125","Sean Connery","tt0055928","Dr. No","James Bond"
"nm0000266","Ursula Andress","tt0055928","Dr. No","Honey Ryder"
"nm0936476","Joseph Wiseman","tt0055928","Dr. No","Dr. Julius No"
"nm0496866","Bernard Lee","tt0055928","Dr. No","M"
"nm0561755","Lois Maxwell","tt0055928","Dr. No","Miss Moneypenny"
"nm0520437","Jack Lord","tt0055928","Dr. No","Felix Leiter"
"nm0551243","Zena Marshall","tt0055928","Dr. No","Miss Taro"
"nm0457839","John Kitzmiller","tt0055928","Dr. No","Quarrel"
"nm0206060","Anthony Dawson","tt0055928","Dr. No","Professor Dent"
"nm0078252","Peter Burton","tt0055928","Dr. No","Major Boothroyd"
"nm0000125","Sean Connery","tt0057076","From Russia with Love","James Bond"
"nm0000938","Daniela Bianchi","tt0057076","From Russia with Love","Tatyana Romanova"
"nm0001727","Robert Shaw","tt0057076","From Russia with Love","Red Grant"
"nm0496866","Bernard Lee","tt0057076","From Russia with Love","M"
"nm0561755","Lois Maxwell","tt0057076","From Russia with Love","Miss Moneypenny"
"nm0000784","Pedro Armendáriz","tt0057076","From Russia with Love","Felix Leiter"
"nm0005155","Desmond Llewelyn","tt0057076","From Russia with Love","Q"
"nm0000936","Martine Beswick","tt0057076","From Russia with Love","Zora"
"nm0348518","Aliza Gur","tt0057076","From Russia with Love","Shirley Eaton"
"nm0206060","Anthony Dawson","tt0057076","From Russia with Love","Professor Dent"
"nm0000125","Sean Connery","tt0058150","Goldfinger","James Bond"
"nm0002085","Gert Frobe","tt0058150","Goldfinger","Auric Goldfinger"
"nm0000303","Honor Blackman","tt0058150","Goldfinger","Pussy Galore"
"nm0496866","Bernard Lee","tt0058150","Goldfinger","M"
"nm0561755","Lois Maxwell","tt0058150","Goldfinger","Miss Moneypenny"
"nm0247881","Shirley Eaton","tt0058150","Goldfinger","Shirley Eaton"
"nm0005155","Desmond Llewelyn","tt0058150","Goldfinger","Q"
"nm0577996","Michael Mellinger","tt0058150","Goldfinger","Mr. Solo"
"nm0072578","Martin Benson","tt0058150","Goldfinger","Mr. Ling"
"nm0206060","Anthony Dawson","tt0058150","Goldfinger","Professor Dent"
"nm0000125","Sean Connery","tt0059800","Thunderball","James Bond"
"nm0000805","Claudine Auger","tt0059800","Thunderball","Domino Derval"
"nm0148041","Adolfo Celi","tt0059800","Thunderball","Emilio Largo"
"nm0658885","Luciana Paluzzi","tt0059800","Thunderball","Fiona Volpe"
"nm0496866","Bernard Lee","tt0059800","Thunderball","M"
"nm0561755","Lois Maxwell","tt0059800","Thunderball","Miss Moneypenny"
"nm0887607","Rik Van Nutter","tt0059800","Thunderball","Felix Leiter"
"nm0005155","Desmond Llewelyn","tt0059800","Thunderball","Q"
"nm0206060","Anthony Dawson","tt0059800","Thunderball","Professor Dent"
"nm0457839","John Kitzmiller","tt0059800","Thunderball","Quarrel"
"nm0000125","Sean Connery","tt0062512","You Only Live Twice","James Bond"
"nm0233312","Karin Dor","tt0062512","You Only Live Twice","Helga Brandt"
"nm0000587","Donald Pleasence","tt0062512","You Only Live Twice","Ernst Stavro Blofeld"
"nm0793574","Teru Shimada","tt0062512","You Only Live Twice","Mr. Osato"
"nm0496866","Bernard Lee","tt0062512","You Only Live Twice","M"
"nm0561755","Lois Maxwell","tt0062512","You Only Live Twice","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0062512","You Only Live Twice","Q"
"nm0906686","Akiko Wakabayashi","tt0062512","You Only Live Twice","Aki"
"nm0357240","Mie Hama","tt0062512","You Only Live Twice","Kissy Suzuki"
"nm0336509","Charles Gray","tt0062512","You Only Live Twice","Mr. Henderson"
"nm0048468","George Baker","tt0062512","You Only Live Twice","Count Lippe"
"nm0561755","Lois Maxwell","tt0062512","You Only Live Twice","Miss Moneypenny"
"nm0493872","George Lazenby","tt0064757","On Her Majesty's Secret Service","James Bond"
"nm0001671","Diana Rigg","tt0064757","On Her Majesty's Secret Service","Tracy Draco"
"nm0496866","Bernard Lee","tt0064757","On Her Majesty's Secret Service","M"
"nm0561755","Lois Maxwell","tt0064757","On Her Majesty's Secret Service","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0064757","On Her Majesty's Secret Service","Q"
"nm0001699","Telly Savalas","tt0064757","On Her Majesty's Secret Service","Ernst Stavro Blofeld"
"nm0275213","Gabriele Ferzetti","tt0064757","On Her Majesty's Secret Service","Marc-Ange Draco"
"nm0827375","Ilse Steppat","tt0064757","On Her Majesty's Secret Service","Irma Bunt"
"nm0636075","Virginia North","tt0064757","On Her Majesty's Secret Service","Ruby Bartlett"
"nm0000125","Sean Connery","tt0066995","Diamonds Are Forever","James Bond"
"nm0001762","Jill St. John","tt0066995","Diamonds Are Forever","Tiffany Case"
"nm0496866","Bernard Lee","tt0066995","Diamonds Are Forever","M"
"nm0561755","Lois Maxwell","tt0066995","Diamonds Are Forever","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0066995","Diamonds Are Forever","Q"
"nm0336509","Charles Gray","tt0066995","Diamonds Are Forever","Ernst Stavro Blofeld"
"nm0247881","Shirley Eaton","tt0066995","Diamonds Are Forever","Jill Masterson"
"nm0123680","Norman Burton","tt0066995","Diamonds Are Forever","Felix Leiter"
"nm0000125","Sean Connery","tt0070328","Live and Let Die","James Bond"
"nm0005412","Jane Seymour","tt0070328","Live and Let Die","Solitaire"
"nm0496866","Bernard Lee","tt0070328","Live and Let Die","M"
"nm0561755","Lois Maxwell","tt0070328","Live and Let Die","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0070328","Live and Let Die","Q"
"nm0001433","Yaphet Kotto","tt0070328","Live and Let Die","Dr. Kananga"
"nm0416378","Clifton James","tt0070328","Live and Let Die","J. W. Pepper"
"nm0001423","Richard Kiel","tt0071807","The Man with the Golden Gun","Jaws"
"nm0000549","Roger Moore","tt0071807","The Man with the Golden Gun","James Bond"
"nm0000489","Christopher Lee","tt0071807","The Man with the Golden Gun","Francisco Scaramanga"
"nm0496866","Bernard Lee","tt0071807","The Man with the Golden Gun","M"
"nm0561755","Lois Maxwell","tt0071807","The Man with the Golden Gun","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0071807","The Man with the Golden Gun","Q"
"nm0000726","Maud Adams","tt0071807","The Man with the Golden Gun","Andrea Anders"
"nm0007042","Herbert Lom","tt0071807","The Man with the Golden Gun","Colonel Sun"
"nm0000549","Roger Moore","tt0076752","The Spy Who Loved Me","James Bond"
"nm0000819","Barbara Bach","tt0076752","The Spy Who Loved Me","Anya Amasova"
"nm0496866","Bernard Lee","tt0076752","The Spy Who Loved Me","M"
"nm0561755","Lois Maxwell","tt0076752","The Spy Who Loved Me","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0076752","The Spy Who Loved Me","Q"
"nm0432007","Curt Jurgens","tt0076752","The Spy Who Loved Me","Karl Stromberg"
"nm0001423","Richard Kiel","tt0076752","The Spy Who Loved Me","Jaws"
"nm0613098","Caroline Munro","tt0076752","The Spy Who Loved Me","Nikita"
"nm0000549","Roger Moore","tt0079574","Moonraker","James Bond"
"nm0001042","Lois Chiles","tt0079574","Moonraker","Holly Goodhead"
"nm0005155","Desmond Llewelyn","tt0079574","Moonraker","Q"
"nm0496866","Bernard Lee","tt0079574","Moonraker","M"
"nm0003909","Michael Lonsdale","tt0079574","Moonraker","Hugo Drax"
"nm0001423","Richard Kiel","tt0079574","Moonraker","Jaws"
"nm0093391","Emily Bolton","tt0079574","Moonraker","Manuela"
"nm0000549","Roger Moore","tt0082398","For Your Eyes Only","James Bond"
"nm0000962","Carole Bouquet","tt0082398","For Your Eyes Only","Melina Havelock"
"nm0496866","Bernard Lee","tt0082398","For Your Eyes Only","M"
"nm0561755","Lois Maxwell","tt0082398","For Your Eyes Only","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0082398","For Your Eyes Only","Q"
"nm0867694","Topol","tt0082398","For Your Eyes Only","Aristotle Kristatos"
"nm0002103","Julian Glover","tt0082398","For Your Eyes Only","Gregory"
"nm0000549","Roger Moore","tt0086034","Octopussy","James Bond"
"nm0001881","Maryam d'Abo","tt0086034","Octopussy","Octopussy"
"nm0496866","Bernard Lee","tt0086034","Octopussy","M"
"nm0561755","Lois Maxwell","tt0086034","Octopussy","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0086034","Octopussy","Q"
"nm0431139","Louis Jourdan","tt0086034","Octopussy","Kamal Khan"
"nm0000726","Maud Adams","tt0086034","Octopussy","Mona"
"nm0000549","Roger Moore","tt0090264","A View to a Kill","James Bond"
"nm0005063","Grace Jones","tt0090264","A View to a Kill","May Day"
"nm0496866","Bernard Lee","tt0090264","A View to a Kill","M"
"nm0561755","Lois Maxwell","tt0090264","A View to a Kill","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0090264","A View to a Kill","Q"
"nm0000686","Christopher Walken","tt0090264","A View to a Kill","Max Zorin"
"nm0000617","Tanya Roberts","tt0090264","A View to a Kill","Stacey Sutton"
"nm0001495","Patrick Macnee","tt0090264","A View to a Kill","Sir Godfrey Tibbett"
"nm0001096","Timothy Dalton","tt0093428","The Living Daylights","James Bond"
"nm0001881","Maryam d'Abo","tt0093428","The Living Daylights","Nadja"
"nm0496866","Bernard Lee","tt0093428","The Living Daylights","M"
"nm0088504","Caroline Bliss","tt0093428","The Living Daylights","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0093428","The Living Daylights","Q"
"nm0469103","Jeroen Krabbe","tt0093428","The Living Daylights","General Koskov"
"nm0000833","Joe Don Baker","tt0093428","The Living Daylights","Brad Whitaker"
"nm0001096","Timothy Dalton","tt0097742","Licence to Kill","James Bond"
"nm0001108","Robert Davi","tt0097742","Licence to Kill","Franz Sanchez"
"nm0000508","Carey Lowell","tt0097742","Licence to Kill","Pamela"
"nm0005155","Desmond Llewelyn","tt0097742","Licence to Kill","Q"
"nm0088504","Caroline Bliss","tt0097742","Licence to Kill","Miss Moneypenny"
"nm0114543","Robert Brown","tt0097742","Licence to Kill","M"
"nm0001875","Anthony Zerbe","tt0097742","Licence to Kill","Milton Krest"
"nm0373314","David Hedison","tt0097742","Licence to Kill","Felix Leiter"
"nm0000112","Pierce Brosnan","tt0113189","GoldenEye","James Bond"
"nm0001713","Izabella Scorupco","tt0113189","GoldenEye","Xenia Onatopp"
"nm0114543","Robert Brown","tt0113189","GoldenEye","M"
"nm0094039","Samantha Bond","tt0113189","GoldenEye","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0113189","GoldenEye","Q"
"nm0000293","Sean Bean","tt0113189","GoldenEye","Alec Trevelyan"
"nm0000833","Joe Don Baker","tt0113189","GoldenEye","Jack Wade"
"nm0000112","Pierce Brosnan","tt0120347","Tomorrow Never Dies","James Bond"
"nm0000706","Michelle Yeoh","tt0120347","Tomorrow Never Dies","Wai Lin"
"nm0114543","Robert Brown","tt0120347","Tomorrow Never Dies","M"
"nm0094039","Samantha Bond","tt0120347","Tomorrow Never Dies","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0120347","Tomorrow Never Dies","Q"
"nm0000596","Jonathan Pryce","tt0120347","Tomorrow Never Dies","Elliot Carver"
"nm0827170","Toby Stephens","tt0120347","Tomorrow Never Dies","Henry Gupta"
"nm0000112","Pierce Brosnan","tt0143145","The World Is Not Enough","James Bond"
"nm0000612","Denise Richards","tt0143145","The World Is Not Enough","Dr. Christmas Jones"
"nm0114543","Robert Brown","tt0143145","The World Is Not Enough","M"
"nm0094039","Samantha Bond","tt0143145","The World Is Not Enough","Miss Moneypenny"
"nm0005155","Desmond Llewelyn","tt0143145","The World Is Not Enough","Q"
"nm0001015","Robert Carlyle","tt0143145","The World Is Not Enough","Rene Mathis"
"nm0000092","John Cleese","tt0143145","The World Is Not Enough","R"
"nm0539562","Art Malik","tt0143145","The World Is Not Enough","Dr. Kaufman"
"nm0000112","Pierce Brosnan","tt0246460","Die Another Day","James Bond"
"nm0000932","Halle Berry","tt0246460","Die Another Day","Jinx"
"nm0001132","Judi Dench","tt0246460","Die Another Day","M"
"nm0365140","Naomie Harris","tt0246460","Die Another Day","Miss Moneypenny"
"nm0000092","John Cleese","tt0246460","Die Another Day","Q"
"nm0498449","Will Yun Lee","tt0246460","Die Another Day","Gustav Graves"
"nm0950935","Rick Yune","tt0246460","Die Another Day","Zao"
"nm0000514","Michael Madsen","tt0246460","Die Another Day","Mr. Kil"
"nm0185819","Daniel Craig","tt0381061","Casino Royale","James Bond"
"nm1200692","Eva Green","tt0381061","Casino Royale","Vesper Lynd"
"nm0001132","Judi Dench","tt0381061","Casino Royale","M"
"nm0365140","Naomie Harris","tt0381061","Casino Royale","Miss Moneypenny"
"nm0000092","John Cleese","tt0381061","Casino Royale","Q"
"nm0586568","Mads Mikkelsen","tt0381061","Casino Royale","Le Chiffre"
"nm0159802","Jesper Christensen","tt0381061","Casino Royale","Mr. White"
"nm0316284","Giancarlo Giannini","tt0381061","Casino Royale","Rene Mathis"
"nm0185819","Daniel Craig","tt0830515","Quantum of Solace","James Bond"
"nm1385871","Olga Kurylenko","tt0830515","Quantum of Solace","Camille Montes"
"nm0001132","Judi Dench","tt0830515","Quantum of Solace","M"
"nm0365140","Naomie Harris","tt0830515","Quantum of Solace","Miss Moneypenny"
"nm0000092","John Cleese","tt0830515","Quantum of Solace","Q"
